epoch,accuracy,dice_coef,jacard,loss,val_accuracy,val_dice_coef,val_jacard,val_loss
0,0.8592528104782104,0.514998733997345,0.3521573543548584,0.31295907497406006,0.8457415103912354,0.5506592988967896,0.3827701807022095,0.3192271888256073
0,0.8957871198654175,0.6183235049247742,0.45288777351379395,0.23697678744792938,0.8981760144233704,0.6737148761749268,0.516700267791748,0.233042910695076
0,0.9059459567070007,0.6520059108734131,0.4901134669780731,0.21771535277366638,0.9107637405395508,0.6832773089408875,0.5245006084442139,0.20694762468338013
0,0.9135515689849854,0.6802923083305359,0.5210357308387756,0.20010331273078918,0.9145401120185852,0.6998295187950134,0.5441942811012268,0.19809401035308838
0,0.9191941022872925,0.7038378715515137,0.547807514667511,0.1870422661304474,0.9164465665817261,0.7052747011184692,0.5493670701980591,0.1929706484079361
0,0.9230802655220032,0.7181879878044128,0.5650053024291992,0.1791790872812271,0.921346127986908,0.7387028336524963,0.5902264714241028,0.18230566382408142
0,0.9283037185668945,0.7337720394134521,0.5848719477653503,0.16782589256763458,0.9155497550964355,0.6789331436157227,0.5219180583953857,0.19163300096988678
0,0.9315747618675232,0.7469587922096252,0.6009702682495117,0.15927310287952423,0.9226896166801453,0.7385732531547546,0.5925403237342834,0.18011783063411713
0,0.9330462217330933,0.7498013377189636,0.60524982213974,0.15826775133609772,0.9273244738578796,0.7381954789161682,0.590291440486908,0.1748235821723938
0,0.9376165270805359,0.7674328684806824,0.6264864802360535,0.14744442701339722,0.9314326047897339,0.769016444683075,0.630484402179718,0.16342251002788544
0,0.9381250739097595,0.771392285823822,0.632197380065918,0.1457720398902893,0.9315497279167175,0.7633464932441711,0.6218755841255188,0.16398265957832336
0,0.9422687888145447,0.7846094369888306,0.6493639945983887,0.13573557138442993,0.9346644282341003,0.7895227670669556,0.656855583190918,0.16137278079986572
0,0.9439266324043274,0.7917609810829163,0.6590961813926697,0.132393479347229,0.9327071905136108,0.7534937858581543,0.6102208495140076,0.15777118504047394
0,0.9464309811592102,0.8006990551948547,0.6708419322967529,0.1265711635351181,0.9338670969009399,0.7832391262054443,0.6481243371963501,0.15683384239673615
0,0.948143720626831,0.8087121248245239,0.6815345883369446,0.1219964325428009,0.9323309659957886,0.7696275115013123,0.6295812129974365,0.16520313918590546
0,0.9488714337348938,0.8121259808540344,0.6859424114227295,0.12013871967792511,0.9341784715652466,0.7664666771888733,0.626558244228363,0.1567758023738861
0,0.9533788561820984,0.8283731937408447,0.7089300751686096,0.10944441705942154,0.9348841905593872,0.7811141610145569,0.6453327536582947,0.16766594350337982
0,0.9549466371536255,0.833549976348877,0.7164605259895325,0.10554368048906326,0.9339578747749329,0.7815909385681152,0.6477070450782776,0.16452036798000336
0,0.9564340710639954,0.8393967151641846,0.7249304056167603,0.10189571231603622,0.9342759847640991,0.7937211990356445,0.6628434658050537,0.16300709545612335
0,0.955149233341217,0.835332989692688,0.7192543148994446,0.10472724586725235,0.9332970380783081,0.7757771611213684,0.6405725479125977,0.17168784141540527
0,0.9601636528968811,0.8536819219589233,0.7458193302154541,0.09325884282588959,0.9313055872917175,0.7716355919837952,0.6316865682601929,0.16563914716243744
0,0.9631050825119019,0.8646417856216431,0.7626110911369324,0.08520707488059998,0.9352095127105713,0.7936497330665588,0.6633434295654297,0.2008921056985855
0,0.9606218934059143,0.8558351993560791,0.7499035596847534,0.09210580587387085,0.9303478002548218,0.7646627426147461,0.6251330375671387,0.18621689081192017
0,0.9594998955726624,0.851254403591156,0.7426429986953735,0.0944351851940155,0.9295513033866882,0.7869036197662354,0.652983546257019,0.20267070829868317
0,0.9642252326011658,0.8695552349090576,0.7700337171554565,0.08256790786981583,0.9355278015136719,0.8024242520332336,0.6753528118133545,0.20175424218177795
0,0.9689031839370728,0.8869192600250244,0.7974095344543457,0.07150895893573761,0.9365510940551758,0.8122784495353699,0.6886606216430664,0.20277991890907288
0,0.9721075892448425,0.8984253406524658,0.816130518913269,0.06379634141921997,0.9342575669288635,0.8221209645271301,0.7030869722366333,0.25243091583251953
0,0.9721875190734863,0.8982931971549988,0.8159892559051514,0.06419143825769424,0.937210738658905,0.8168764114379883,0.6951791644096375,0.23252157866954803
0,0.9753406643867493,0.9101841449737549,0.8356173634529114,0.056405000388622284,0.9353973269462585,0.8218780159950256,0.7025089263916016,0.2598514258861542
0,0.9770066142082214,0.9162302017211914,0.8458647727966309,0.05248306691646576,0.9357093572616577,0.8184423446655273,0.6976865530014038,0.2581862509250641
0,0.9784583449363708,0.921699047088623,0.8551011085510254,0.049472592771053314,0.9356662631034851,0.8260860443115234,0.7088987827301025,0.27896419167518616
0,0.9714606404304504,0.895582377910614,0.8132609128952026,0.06777150928974152,0.9275650382041931,0.7844524383544922,0.6498205661773682,0.18250170350074768
0,0.9714767336845398,0.8932812809944153,0.8087233901023865,0.06797150522470474,0.9321866631507874,0.814052164554596,0.6919083595275879,0.24311281740665436
0,0.9780781865119934,0.9197060465812683,0.8518091440200806,0.051295988261699677,0.9340425133705139,0.8193399310112,0.6987491250038147,0.25434890389442444
0,0.9829021096229553,0.9375545382499695,0.8827329277992249,0.039259832352399826,0.9353983402252197,0.8299350738525391,0.7149959802627563,0.29784929752349854
0,0.9853362441062927,0.9462324380874634,0.8981918096542358,0.03381509333848953,0.9353054165840149,0.8267325758934021,0.7104666829109192,0.31362199783325195
0,0.986417829990387,0.9504090547561646,0.9057187438011169,0.031198225915431976,0.9354967474937439,0.8289515376091003,0.7132591009140015,0.3374919891357422
0,0.9876370429992676,0.9547743201255798,0.9136714339256287,0.028460776433348656,0.9350833296775818,0.8286052942276001,0.7125716805458069,0.36234670877456665
0,0.988321840763092,0.9572708010673523,0.9181870818138123,0.02693583071231842,0.9372220039367676,0.8369999527931213,0.724030077457428,0.36812064051628113
0,0.9888849854469299,0.9592852592468262,0.9218837022781372,0.02573966234922409,0.9360411167144775,0.8305554389953613,0.7154357433319092,0.41532665491104126
